datetime,open,high,low,close,volume
2021-09-10 00:30:00,46873.37,46895.64,46831.03,46895.64,182.375
2021-09-10 00:31:00,46892.29,46892.82,46853.1,46889.17,79.693
2021-09-10 00:32:00,46890.5,46890.5,46862.75,46879.98,68.365
2021-09-10 00:33:00,46879.98,46879.99,46853.23,46854.1,67.171
2021-09-10 00:34:00,46854.1,46864.25,46800.0,46814.54,216.765
2021-09-10 00:35:00,46814.53,46828.26,46759.49,46803.9,324.176
2021-09-10 00:36:00,46803.9,46844.89,46803.9,46838.41,116.128
2021-09-10 00:37:00,46838.4,46853.9,46809.45,46812.46,91.473
2021-09-10 00:38:00,46812.47,46854.99,46808.14,46813.83,66.896
2021-09-10 00:39:00,46813.83,46842.1,46800.0,46815.86,78.7
2021-09-10 00:40:00,46815.84,46827.0,46788.0,46788.01,106.422
2021-09-10 00:41:00,46788.0,46849.48,46787.0,46810.01,93.425
2021-09-10 00:42:00,46810.0,46823.11,46805.38,46808.26,73.893
2021-09-10 00:43:00,46808.26,46835.63,46808.26,46815.42,69.766
2021-09-10 00:44:00,46815.42,46846.85,46810.0,46839.81,98.866
2021-09-10 00:45:00,46839.81,46902.0,46820.77,46879.18,167.764
2021-09-10 00:46:00,46879.18,46949.15,46879.18,46909.48,341.651
2021-09-10 00:47:00,46909.49,46920.01,46877.15,46893.7,64.652
2021-09-10 00:48:00,46895.4,46910.92,46890.0,46901.64,56.347
2021-09-10 00:49:00,46901.64,46947.58,46873.93,46922.0,103.122
2021-09-10 00:50:00,46921.99,46956.47,46921.99,46950.01,140.744
2021-09-10 00:51:00,46950.01,46952.39,46917.61,46927.22,120.395
2021-09-10 00:52:00,46927.22,46936.5,46890.45,46905.93,139.415
2021-09-10 00:53:00,46905.93,46920.54,46875.58,46894.04,73.354
2021-09-10 00:54:00,46894.04,46914.5,46894.04,46914.49,46.827
2021-09-10 00:55:00,46914.48,46930.0,46890.1,46925.96,52.762
2021-09-10 00:56:00,46925.96,46968.24,46925.96,46955.44,133.645
2021-09-10 00:57:00,46955.44,47015.0,46954.33,47010.04,325.806
2021-09-10 00:58:00,47010.04,47019.19,46973.45,46987.52,206.025
2021-09-10 00:59:00,46987.51,47005.51,46973.11,46989.14,186.791
2021-09-10 01:00:00,46989.15,47032.38,46985.23,47018.23,221.083
2021-09-10 01:01:00,47018.23,47018.23,46973.63,46986.5,127.303
2021-09-10 01:02:00,46986.49,47025.0,46977.72,46992.19,165.899
2021-09-10 01:03:00,46992.2,46999.0,46975.26,46991.19,96.814
2021-09-10 01:04:00,46991.19,47029.52,46985.0,47012.58,97.679
2021-09-10 01:05:00,47012.59,47022.28,46920.01,46924.46,309.759
2021-09-10 01:06:00,46924.46,46957.86,46920.22,46936.4,155.192
2021-09-10 01:07:00,46936.39,46946.3,46890.91,46899.88,141.611
2021-09-10 01:08:00,46899.89,46912.62,46873.93,46891.95,175.86
2021-09-10 01:09:00,46891.94,46923.27,46885.37,46904.88,98.674
2021-09-10 01:10:00,46904.08,46909.81,46884.0,46892.87,96.551
2021-09-10 01:11:00,46892.88,46907.04,46880.0,46898.7,86.644
2021-09-10 01:12:00,46898.71,46900.0,46864.25,46865.68,151.176
2021-09-10 01:13:00,46865.68,46922.3,46865.68,46917.95,191.08
2021-09-10 01:14:00,46917.94,46930.46,46895.37,46913.0,79.363
2021-09-10 01:15:00,46913.01,46944.18,46885.44,46892.79,132.614
2021-09-10 01:16:00,46892.78,46897.39,46860.33,46860.33,126.218
2021-09-10 01:17:00,46860.34,46874.28,46851.92,46861.08,104.752
2021-09-10 01:18:00,46861.08,46869.99,46852.13,46859.49,101.503
2021-09-10 01:19:00,46857.79,46969.68,46855.91,46954.19,121.003
2021-09-10 01:20:00,46954.18,47035.0,46949.94,47033.37,518.232
2021-09-10 01:21:00,47033.38,47035.0,46939.29,46950.83,285.525
2021-09-10 01:22:00,46950.82,46986.76,46931.28,46934.02,92.717
2021-09-10 01:23:00,46934.03,46984.22,46931.01,46951.53,200.701
2021-09-10 01:24:00,46951.53,46987.04,46947.23,46979.07,64.223
2021-09-10 01:25:00,46979.08,47018.55,46975.81,46991.92,190.645
2021-09-10 01:26:00,46991.92,47001.0,46943.76,46951.45,104.198
2021-09-10 01:27:00,46951.46,47046.4,46951.45,47036.48,303.406
2021-09-10 01:28:00,47036.48,47050.0,47021.69,47038.55,263.813
2021-09-10 01:29:00,47038.54,47140.32,47037.65,47076.89,950.948
2021-09-10 01:30:00,47076.89,47125.0,47072.28,47100.0,191.681
2021-09-10 01:31:00,47100.0,47106.61,47043.04,47043.04,167.885
2021-09-10 01:32:00,47043.05,47075.88,47018.18,47018.18,132.382
2021-09-10 01:33:00,47018.19,47049.71,47017.3,47032.77,105.463
2021-09-10 01:34:00,47032.77,47065.28,47017.42,47020.38,116.286
2021-09-10 01:35:00,47020.37,47138.0,47020.37,47122.87,302.503
2021-09-10 01:36:00,47122.86,47150.0,47100.32,47134.01,248.148
2021-09-10 01:37:00,47134.0,47134.01,47071.58,47091.98,125.88
2021-09-10 01:38:00,47091.98,47123.38,47084.78,47114.28,120.465
2021-09-10 01:39:00,47114.29,47146.08,47100.74,47117.34,152.431
2021-09-10 01:40:00,47117.34,47147.55,47112.9,47122.86,93.822
2021-09-10 01:41:00,47122.87,47177.0,47119.96,47171.76,339.173
2021-09-10 01:42:00,47171.76,47184.96,47144.37,47166.78,187.042
2021-09-10 01:43:00,47166.78,47190.0,47147.21,47179.99,320.822
2021-09-10 01:44:00,47179.99,47226.0,47134.72,47134.88,451.637
2021-09-10 01:45:00,47134.88,47136.88,47061.12,47099.21,382.983
2021-09-10 01:46:00,47099.02,47113.51,47087.04,47103.37,73.533
2021-09-10 01:47:00,47103.36,47134.4,47068.26,47122.65,170.408
2021-09-10 01:48:00,47122.65,47154.86,47117.25,47154.84,103.414
2021-09-10 01:49:00,47154.84,47200.0,47150.34,47198.0,153.783
2021-09-10 01:50:00,47198.0,47198.0,47126.75,47130.09,178.629
2021-09-10 01:51:00,47130.08,47165.91,47129.09,47139.51,77.388
2021-09-10 01:52:00,47139.51,47142.94,47122.11,47129.32,54.983
2021-09-10 01:53:00,47129.32,47165.15,47109.93,47165.07,106.641
2021-09-10 01:54:00,47165.06,47320.0,47165.06,47317.4,846.75
2021-09-10 01:55:00,47317.4,47400.0,47237.08,47262.7,1662.975
2021-09-10 01:56:00,47262.7,47267.28,47083.03,47146.53,767.105
2021-09-10 01:57:00,47146.53,47188.25,47113.57,47133.98,320.799
2021-09-10 01:58:00,47133.99,47230.67,47131.23,47222.68,173.083
2021-09-10 01:59:00,47222.69,47222.69,47180.26,47194.33,160.766
2021-09-10 02:00:00,47194.33,47256.14,47178.0,47179.36,229.358
2021-09-10 02:01:00,47179.11,47179.11,47135.71,47137.82,245.935
2021-09-10 02:02:00,47136.01,47186.64,47131.44,47139.91,127.03
2021-09-10 02:03:00,47139.91,47196.82,47108.01,47193.72,303.691
2021-09-10 02:04:00,47193.73,47229.97,47172.66,47178.55,210.812
2021-09-10 02:05:00,47178.54,47198.26,47158.49,47161.13,330.013
2021-09-10 02:06:00,47161.14,47176.05,47132.5,47170.94,98.389
2021-09-10 02:07:00,47170.94,47197.12,47101.01,47171.72,341.548
2021-09-10 02:08:00,47171.72,47181.18,47109.11,47176.07,273.139
2021-09-10 02:09:00,47175.92,47175.93,47100.0,47109.58,329.198
2021-09-10 02:10:00,47112.08,47135.0,47100.0,47129.47,113.083
2021-09-10 02:11:00,47131.09,47159.4,47121.8,47145.64,61.48
2021-09-10 02:12:00,47145.65,47170.41,47128.25,47154.88,74.243
2021-09-10 02:13:00,47154.88,47180.0,47150.21,47167.38,112.476
2021-09-10 02:14:00,47167.37,47177.91,47138.34,47160.55,83.642
2021-09-10 02:15:00,47159.64,47171.41,47096.54,47101.85,244.129
2021-09-10 02:16:00,47101.85,47139.6,47101.85,47115.69,106.808
2021-09-10 02:17:00,47114.37,47135.75,47098.96,47118.69,71.192
2021-09-10 02:18:00,47118.7,47135.0,47118.7,47126.02,66.511
2021-09-10 02:19:00,47126.03,47130.0,47060.0,47126.34,255.329
2021-09-10 02:20:00,47125.28,47149.0,47106.02,47139.22,158.577
2021-09-10 02:21:00,47135.0,47135.0,47080.0,47102.35,117.523
2021-09-10 02:22:00,47105.05,47130.0,47075.0,47129.99,83.034
2021-09-10 02:23:00,47129.99,47129.99,47040.0,47040.27,266.063
2021-09-10 02:24:00,47040.26,47078.42,47040.26,47064.59,61.011
2021-09-10 02:25:00,47064.59,47064.59,47020.0,47039.99,235.201
2021-09-10 02:26:00,47039.36,47050.0,47030.0,47042.53,117.351
2021-09-10 02:27:00,47042.52,47048.38,47026.71,47030.0,118.248
2021-09-10 02:28:00,47033.26,47050.0,47011.25,47031.72,264.199
2021-09-10 02:29:00,47031.73,47062.85,47031.73,47060.03,78.458
2021-09-10 02:30:00,47060.04,47064.59,47010.0,47012.78,78.174
2021-09-10 02:31:00,47012.78,47025.9,47003.0,47012.15,106.312
2021-09-10 02:32:00,47012.15,47023.16,46945.35,46945.36,308.85
2021-09-10 02:33:00,46945.35,46990.81,46945.35,46987.36,146.772
2021-09-10 02:34:00,46987.36,47027.69,46987.0,47023.24,103.218
2021-09-10 02:35:00,47023.24,47023.24,46960.0,46986.18,143.237
2021-09-10 02:36:00,46986.18,47000.0,46975.54,46983.21,61.155
2021-09-10 02:37:00,46983.21,46984.79,46952.0,46983.69,79.385
2021-09-10 02:38:00,46984.02,47009.13,46983.77,46995.9,103.749
2021-09-10 02:39:00,46997.4,47001.65,46857.27,46895.55,884.195
2021-09-10 02:40:00,46895.55,46930.73,46889.16,46927.27,179.237
2021-09-10 02:41:00,46927.28,46960.81,46844.28,46886.12,469.014
2021-09-10 02:42:00,46885.6,46944.79,46880.02,46901.28,184.951
2021-09-10 02:43:00,46902.1,46914.69,46883.06,46902.39,61.53
2021-09-10 02:44:00,46902.38,46918.32,46890.0,46890.01,71.531
2021-09-10 02:45:00,46890.0,46923.2,46818.02,46912.82,626.256
2021-09-10 02:46:00,46912.82,46924.57,46886.43,46915.62,174.584
2021-09-10 02:47:00,46915.62,46941.53,46900.0,46936.18,123.383
2021-09-10 02:48:00,46936.19,46954.4,46920.0,46930.75,132.514
2021-09-10 02:49:00,46930.03,46936.9,46888.27,46888.27,99.686
2021-09-10 02:50:00,46888.27,46906.36,46810.16,46820.35,318.445
2021-09-10 02:51:00,46820.35,46868.2,46780.0,46850.0,444.354
2021-09-10 02:52:00,46850.0,46873.46,46831.15,46838.89,69.099
2021-09-10 02:53:00,46838.89,46875.0,46836.01,46869.14,59.744
2021-09-10 02:54:00,46869.13,46875.2,46859.6,46872.49,56.951
2021-09-10 02:55:00,46872.48,46873.67,46819.91,46856.63,124.315
2021-09-10 02:56:00,46857.74,46867.62,46830.0,46861.79,71.321
2021-09-10 02:57:00,46861.78,46861.78,46808.14,46820.02,81.095
2021-09-10 02:58:00,46820.01,46843.55,46819.72,46823.59,73.856
2021-09-10 02:59:00,46823.59,46823.59,46762.27,46781.14,317.266
2021-09-10 03:00:00,46781.15,46834.78,46762.27,46834.77,295.734
2021-09-10 03:01:00,46834.76,46843.41,46820.05,46825.0,114.217
2021-09-10 03:02:00,46825.01,46827.66,46750.0,46781.06,293.431
2021-09-10 03:03:00,46781.07,46823.32,46772.38,46823.31,124.016
2021-09-10 03:04:00,46823.31,46837.88,46770.25,46801.49,138.693
2021-09-10 03:05:00,46801.49,46831.67,46789.35,46801.01,102.526
2021-09-10 03:06:00,46801.0,46818.99,46770.0,46775.97,47.586
2021-09-10 03:07:00,46776.99,46813.79,46776.99,46804.33,49.048
2021-09-10 03:08:00,46804.34,46833.5,46780.0,46833.5,78.643
2021-09-10 03:09:00,46834.55,46838.14,46802.0,46825.5,94.772
2021-09-10 03:10:00,46825.51,46829.29,46730.0,46765.95,470.086
2021-09-10 03:11:00,46765.95,46799.99,46762.67,46789.99,100.908
2021-09-10 03:12:00,46789.99,46789.99,46682.25,46698.35,397.409
2021-09-10 03:13:00,46698.36,46739.49,46680.6,46681.29,204.506
2021-09-10 03:14:00,46681.28,46685.6,46615.0,46673.21,689.063
2021-09-10 03:15:00,46673.21,46725.85,46641.93,46666.61,205.89
2021-09-10 03:16:00,46666.61,46697.8,46659.64,46683.98,152.488
2021-09-10 03:17:00,46683.98,46695.37,46624.76,46641.01,206.42
2021-09-10 03:18:00,46641.01,46671.66,46622.8,46622.81,150.987
2021-09-10 03:19:00,46622.8,46624.24,46532.91,46562.15,978.01
2021-09-10 03:20:00,46562.98,46605.73,46542.01,46578.18,346.404
2021-09-10 03:21:00,46578.18,46583.78,46504.6,46522.21,416.314
2021-09-10 03:22:00,46522.21,46570.8,46513.0,46559.06,338.674
2021-09-10 03:23:00,46559.07,46581.66,46530.0,46549.98,224.398
2021-09-10 03:24:00,46549.97,46556.02,46523.5,46533.11,132.868
2021-09-10 03:25:00,46533.11,46625.11,46533.11,46623.91,494.938
2021-09-10 03:26:00,46625.1,46646.83,46500.0,46501.8,464.412
2021-09-10 03:27:00,46501.79,46588.69,46500.0,46579.85,381.163
2021-09-10 03:28:00,46579.85,46623.35,46560.0,46608.26,208.785
2021-09-10 03:29:00,46608.27,46773.12,46600.0,46773.12,762.124
2021-09-10 03:30:00,46773.11,46781.49,46654.01,46662.05,375.297
2021-09-10 03:31:00,46662.06,46707.66,46637.37,46702.0,261.161
2021-09-10 03:32:00,46702.0,46766.97,46698.56,46738.11,214.75
2021-09-10 03:33:00,46738.1,46748.7,46680.14,46680.14,221.371
2021-09-10 03:34:00,46680.15,46756.0,46680.14,46751.12,158.417
2021-09-10 03:35:00,46748.24,46770.0,46667.64,46749.66,311.996
2021-09-10 03:36:00,46749.66,46838.55,46725.81,46798.16,465.724
2021-09-10 03:37:00,46798.15,46798.15,46740.44,46742.98,189.247
2021-09-10 03:38:00,46742.98,46750.51,46684.22,46687.76,257.968
2021-09-10 03:39:00,46684.23,46727.2,46684.22,46707.43,81.67
2021-09-10 03:40:00,46707.44,46787.6,46700.79,46708.8,124.708
2021-09-10 03:41:00,46708.81,46722.88,46664.08,46711.41,155.649
2021-09-10 03:42:00,46711.42,46723.0,46683.77,46694.99,98.975
2021-09-10 03:43:00,46694.98,46702.61,46641.1,46648.74,204.895
2021-09-10 03:44:00,46648.74,46689.39,46639.7,46639.7,86.753
2021-09-10 03:45:00,46639.71,46652.24,46614.22,46623.46,158.172
2021-09-10 03:46:00,46623.46,46694.38,46623.46,46689.99,124.533
2021-09-10 03:47:00,46687.63,46690.0,46619.44,46645.91,67.342
2021-09-10 03:48:00,46645.93,46699.0,46633.25,46670.11,74.493
2021-09-10 03:49:00,46668.88,46689.99,46628.16,46669.13,150.786
2021-09-10 03:50:00,46669.14,46708.0,46667.5,46686.71,80.116
2021-09-10 03:51:00,46689.62,46689.63,46630.0,46682.15,125.8
2021-09-10 03:52:00,46682.13,46689.6,46654.16,46666.63,65.511
2021-09-10 03:53:00,46666.63,46716.31,46645.83,46648.1,72.691
2021-09-10 03:54:00,46648.11,46680.56,46602.15,46602.16,141.494
2021-09-10 03:55:00,46602.16,46624.43,46580.0,46600.0,186.027
2021-09-10 03:56:00,46600.0,46611.13,46560.13,46611.12,155.258
2021-09-10 03:57:00,46611.12,46615.6,46579.84,46593.75,120.832
2021-09-10 03:58:00,46593.75,46627.81,46578.0,46620.97,79.507
2021-09-10 03:59:00,46620.97,46686.04,46614.41,46644.17,101.817
2021-09-10 04:00:00,46644.16,46684.6,46636.35,46643.62,151.365
2021-09-10 04:01:00,46643.63,46656.55,46621.23,46642.77,89.929
2021-09-10 04:02:00,46642.76,46650.99,46610.84,46610.9,86.909
2021-09-10 04:03:00,46610.9,46683.94,46600.43,46665.35,184.633
2021-09-10 04:04:00,46665.34,46677.51,46590.0,46590.0,168.929
2021-09-10 04:05:00,46590.01,46638.11,46581.91,46634.99,68.016
2021-09-10 04:06:00,46634.99,46660.0,46607.65,46647.99,72.382
2021-09-10 04:07:00,46648.0,46648.0,46603.76,46610.01,59.133
2021-09-10 04:08:00,46610.0,46625.9,46600.42,46603.8,73.688
2021-09-10 04:09:00,46603.8,46620.0,46600.0,46610.01,36.334
2021-09-10 04:10:00,46610.01,46635.19,46605.53,46631.65,80.014
2021-09-10 04:11:00,46631.66,46634.66,46587.86,46621.5,112.694
2021-09-10 04:12:00,46621.5,46627.64,46567.0,46567.0,111.368
2021-09-10 04:13:00,46566.66,46584.39,46513.48,46524.49,358.341
2021-09-10 04:14:00,46524.46,46563.85,46524.46,46530.49,93.671
2021-09-10 04:15:00,46530.5,46580.0,46530.5,46542.43,86.951
2021-09-10 04:16:00,46543.61,46559.58,46505.5,46513.01,188.198
2021-09-10 04:17:00,46513.01,46558.0,46509.13,46548.01,111.62
2021-09-10 04:18:00,46548.01,46613.19,46537.58,46584.72,143.511
2021-09-10 04:19:00,46584.71,46612.93,46570.67,46593.42,80.145
2021-09-10 04:20:00,46593.42,46658.0,46593.42,46658.0,269.564
2021-09-10 04:21:00,46658.0,46675.0,46610.0,46618.0,178.531
2021-09-10 04:22:00,46618.01,46651.45,46601.38,46624.35,117.338
2021-09-10 04:23:00,46624.35,46650.0,46611.75,46649.02,59.625
2021-09-10 04:24:00,46649.02,46650.0,46621.65,46627.59,34.377
2021-09-10 04:25:00,46627.58,46627.59,46590.0,46596.71,56.497
2021-09-10 04:26:00,46596.71,46605.13,46580.1,46586.3,63.161
2021-09-10 04:27:00,46585.71,46589.42,46520.01,46533.31,219.225
2021-09-10 04:28:00,46534.24,46553.78,46520.0,46543.14,115.315
2021-09-10 04:29:00,46543.14,46602.31,46540.28,46598.88,131.487
2021-09-10 04:30:00,46598.88,46653.15,46592.07,46647.57,187.311
2021-09-10 04:31:00,46647.56,46666.0,46622.24,46662.36,134.971
2021-09-10 04:32:00,46662.36,46662.36,46604.59,46612.9,93.207
2021-09-10 04:33:00,46612.89,46644.53,46609.0,46639.28,59.975
2021-09-10 04:34:00,46639.28,46689.99,46620.15,46670.22,137.913
2021-09-10 04:35:00,46670.22,46678.99,46616.15,46637.43,60.03
2021-09-10 04:36:00,46637.44,46637.44,46605.0,46608.43,35.252
2021-09-10 04:37:00,46608.43,46636.1,46608.43,46636.09,43.329
2021-09-10 04:38:00,46636.1,46700.0,46621.58,46696.17,284.364
2021-09-10 04:39:00,46696.18,46699.98,46655.3,46683.86,99.352
2021-09-10 04:40:00,46683.87,46732.69,46666.72,46686.6,136.793
2021-09-10 04:41:00,46686.6,46708.2,46668.97,46690.01,52.017
2021-09-10 04:42:00,46690.0,46700.0,46675.24,46697.16,44.706
2021-09-10 04:43:00,46697.15,46699.99,46666.71,46690.16,37.048
2021-09-10 04:44:00,46690.17,46698.53,46662.01,46695.25,54.495
2021-09-10 04:45:00,46695.25,46695.26,46655.01,46655.01,61.721
2021-09-10 04:46:00,46655.01,46661.95,46623.73,46625.62,108.211
2021-09-10 04:47:00,46625.62,46642.06,46615.0,46629.04,86.096
2021-09-10 04:48:00,46629.05,46681.11,46615.0,46675.91,54.58
2021-09-10 04:49:00,46674.45,46679.43,46650.55,46652.02,36.522
2021-09-10 04:50:00,46652.03,46662.09,46647.68,46647.68,31.233
2021-09-10 04:51:00,46645.66,46645.66,46615.0,46623.93,62.32
2021-09-10 04:52:00,46623.94,46637.16,46590.91,46592.24,104.158
2021-09-10 04:53:00,46592.24,46592.25,46577.13,46590.96,70.283
2021-09-10 04:54:00,46590.97,46613.75,46582.85,46595.1,116.588
2021-09-10 04:55:00,46595.09,46665.58,46590.88,46602.38,130.017
2021-09-10 04:56:00,46602.38,46621.94,46567.06,46571.86,88.953
2021-09-10 04:57:00,46571.86,46591.67,46567.66,46574.04,61.887
2021-09-10 04:58:00,46574.05,46621.23,46570.0,46590.71,75.472
2021-09-10 04:59:00,46590.72,46621.22,46577.71,46593.21,65.756
2021-09-10 05:00:00,46593.2,46615.0,46568.02,46568.03,55.061
2021-09-10 05:01:00,46568.02,46577.05,46561.0,46566.86,49.961
2021-09-10 05:02:00,46566.86,46600.0,46566.66,46592.65,48.566
2021-09-10 05:03:00,46592.66,46592.66,46560.07,46569.65,31.062
2021-09-10 05:04:00,46569.66,46615.0,46562.7,46597.13,55.75
2021-09-10 05:05:00,46597.14,46641.89,46597.14,46632.84,73.429
2021-09-10 05:06:00,46632.84,46659.17,46632.84,46641.66,79.735
2021-09-10 05:07:00,46641.66,46644.84,46596.99,46617.36,73.355
2021-09-10 05:08:00,46617.36,46617.36,46609.94,46616.0,26.442
2021-09-10 05:09:00,46616.0,46624.26,46599.0,46603.86,25.635
2021-09-10 05:10:00,46603.86,46616.85,46581.0,46581.49,76.597
2021-09-10 05:11:00,46581.5,46589.99,46575.0,46585.03,41.006
2021-09-10 05:12:00,46585.03,46593.27,46577.5,46593.27,52.548
2021-09-10 05:13:00,46593.26,46613.83,46593.26,46613.52,25.384
2021-09-10 05:14:00,46613.81,46626.8,46611.23,46620.67,25.38
2021-09-10 05:15:00,46620.67,46620.67,46584.0,46603.12,48.894
2021-09-10 05:16:00,46603.13,46635.42,46603.13,46630.71,48.119
2021-09-10 05:17:00,46630.72,46635.39,46614.0,46630.0,46.843
2021-09-10 05:18:00,46630.0,46630.27,46577.5,46580.31,278.409
2021-09-10 05:19:00,46580.31,46580.31,46321.6,46359.34,1547.746
2021-09-10 05:20:00,46358.67,46420.92,46303.3,46411.35,964.261
2021-09-10 05:21:00,46411.35,46448.58,46300.43,46333.96,896.402
2021-09-10 05:22:00,46333.96,46361.51,46310.17,46333.63,222.65
2021-09-10 05:23:00,46333.63,46404.0,46330.39,46395.85,235.382
2021-09-10 05:24:00,46395.84,46442.21,46378.49,46409.25,284.178
2021-09-10 05:25:00,46409.25,46430.98,46380.0,46413.28,215.218
2021-09-10 05:26:00,46413.28,46425.0,46325.4,46335.75,172.377
2021-09-10 05:27:00,46335.52,46349.78,46207.92,46209.0,548.181
2021-09-10 05:28:00,46209.0,46230.23,46053.22,46200.07,1744.809
2021-09-10 05:29:00,46200.07,46251.72,46198.96,46241.18,262.043
2021-09-10 05:30:00,46235.88,46330.56,46180.0,46286.29,612.226
2021-09-10 05:31:00,46286.28,46313.62,46271.02,46299.99,299.862
2021-09-10 05:32:00,46299.98,46357.67,46284.29,46351.89,212.025
2021-09-10 05:33:00,46351.88,46361.31,46323.28,46327.26,140.921
2021-09-10 05:34:00,46327.26,46355.89,46229.24,46249.02,310.204
2021-09-10 05:35:00,46249.02,46353.64,46249.02,46348.01,152.76
2021-09-10 05:36:00,46348.01,46353.31,46271.09,46304.63,144.299
2021-09-10 05:37:00,46304.64,46311.98,46217.41,46286.73,178.669
2021-09-10 05:38:00,46286.74,46312.36,46234.03,46237.0,175.116
2021-09-10 05:39:00,46237.0,46259.72,46206.97,46226.81,167.309
2021-09-10 05:40:00,46233.65,46249.7,46183.11,46249.7,253.722
2021-09-10 05:41:00,46249.7,46281.33,46249.69,46276.69,167.06
2021-09-10 05:42:00,46276.7,46319.82,46260.49,46319.81,157.186
2021-09-10 05:43:00,46319.82,46335.05,46300.0,46327.64,105.303
2021-09-10 05:44:00,46327.63,46327.63,46271.84,46318.38,68.766
2021-09-10 05:45:00,46318.37,46350.0,46312.3,46326.88,112.211
2021-09-10 05:46:00,46326.89,46372.24,46312.3,46344.61,226.367
2021-09-10 05:47:00,46344.61,46363.98,46334.58,46348.54,103.283
2021-09-10 05:48:00,46348.54,46375.73,46344.02,46365.8,73.779
2021-09-10 05:49:00,46365.79,46365.79,46278.3,46301.73,166.336
2021-09-10 05:50:00,46301.74,46331.18,46285.97,46330.22,73.623
2021-09-10 05:51:00,46330.21,46343.66,46273.44,46275.4,78.096
2021-09-10 05:52:00,46275.41,46283.33,46250.0,46263.95,143.98
2021-09-10 05:53:00,46263.94,46266.98,46250.0,46252.61,49.229
2021-09-10 05:54:00,46254.55,46315.48,46237.18,46313.56,290.459
2021-09-10 05:55:00,46313.56,46325.15,46299.39,46316.38,89.739
2021-09-10 05:56:00,46319.75,46325.21,46284.28,46325.0,91.912
2021-09-10 05:57:00,46324.99,46337.0,46293.2,46298.99,112.128
2021-09-10 05:58:00,46298.98,46319.9,46266.04,46284.73,82.799
2021-09-10 05:59:00,46285.22,46289.53,46244.07,46271.18,97.928
2021-09-10 06:00:00,46271.17,46271.18,46236.25,46243.38,151.174
2021-09-10 06:01:00,46243.39,46317.65,46235.0,46310.16,197.678
2021-09-10 06:02:00,46310.16,46339.12,46310.16,46332.91,161.391
2021-09-10 06:03:00,46332.9,46344.74,46331.18,46340.41,99.72
2021-09-10 06:04:00,46340.4,46340.41,46330.7,46332.18,47.594
2021-09-10 06:05:00,46332.18,46332.18,46298.57,46320.21,124.153
2021-09-10 06:06:00,46320.21,46348.39,46304.19,46308.58,117.49
2021-09-10 06:07:00,46308.57,46340.34,46305.18,46340.33,37.749
2021-09-10 06:08:00,46340.33,46343.75,46305.0,46319.37,98.224
2021-09-10 06:09:00,46318.3,46322.48,46285.98,46319.98,229.839
2021-09-10 06:10:00,46319.99,46336.64,46319.99,46331.01,49.848
2021-09-10 06:11:00,46331.01,46335.0,46306.54,46327.92,51.778
2021-09-10 06:12:00,46327.92,46336.64,46310.31,46327.48,40.328
2021-09-10 06:13:00,46327.47,46343.75,46323.54,46343.75,43.973
2021-09-10 06:14:00,46343.75,46343.75,46333.35,46337.24,50.515
2021-09-10 06:15:00,46337.24,46350.0,46336.04,46349.99,75.693
2021-09-10 06:16:00,46350.0,46388.85,46349.99,46386.89,151.261
2021-09-10 06:17:00,46386.88,46389.88,46363.68,46370.42,92.105
